idCsfd;sTitle;sType;iYear;iRating;iRuntime;urlPoster;urlCsfd;sCountry;sGenre;sTitle_EN;sStory;sCopyright;sTags;sSeries;sEpisodes;sDirector;sActor;sAuthor;sPlatforms;sNominated;sAwarded;urlDirector1;urlActor1;urlActor2;urlActor3;urlSource
1130701;Erupce lásky;m;2022;82,40860215;93.0;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/166/428/166428971_527228.jpg;https://www.csfd.cz/film/1130701-erupce-lasky/;Kanada / USA;Dokumentární / Životopisný;Fire of Love;Katia a Maurice Krafftovi měli v životě dvě vášně – sebe navzájem a sopky. On přímočarý a odvážný, ona klidná a opatrná, ale vždy spolu. Po celé dvě dekády se tito vulkanologové nechali svádět krásou a nebezpečím bublajících obrů a při své cestě za poznáním zachránili desítky tisíc životů. Jejich neuvěřitelný příběh a autentické záběry sopek pořízené z dechberoucí blízkosti na 16 mm film nyní ožily v kreativním zpracování režisérky Sary Dosy. Hit ze Sundance, připomínající estetiku Wese Andersona, je nejen o vybuchujících sopkách, ale i o dynamice unikátního vztahu dvou svérázných vědců. (Aerofilms);06.07.2022 Neon;láska, smrt, manželé, found footage, vědec, kameraman, sopka, láva, sopečná erupce, vědecká expedice, vulkanologové;;;Sara Dosa;Miranda July, Katia Krafft, Maurice Krafft;;https://srv.tunefindforfans.com/showads/track/srvclk.php?aid=100006796&lp=https://www.disneyplus.com/en-cz/browse/entity-f31479e8-210c-4416-af92-e7590114f56a<br>https://srv.tunefindforfans.com/showads/track/srvclk.php?aid=100006796&lp=https://www.disneyplus.com/en-cz/browse/entity-f31479e8-210c-4416-af92-e7590114f56a<br>https://www.csfd.cz/vod/disney-plus/<br>https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;Academy Awards (1x)<br>British Academy of Film and Television Arts (BAFTA) (1x)<br>Florida Film Critics Circle Awards (1x)<br>Los Angeles Film Critics Association Awards (1x)<br>;Sundance Film Festival (1x)<br>;;;;;
238334;Rákosníček a hvězdy;s;1975;82,40779667;;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/000/070/70393_ba200b.jpg;https://www.csfd.cz/film/238334-rakosnicek-a-hvezdy/;Československo;Animovaný / Pohádka;Trsteniarik a hviezdy;První z příběhů o Rákosníčkovi. Rákosníček jako hvězdář napravuje maléry na noční obloze. Dalším pokračováním je RÁKOSNÍČEK A JEHO RYBNÍK (1983), které bývá ještě rozdělováno na samostatnou část RÁKOSNÍČEK A POVĚTŘÍ.Názvy jednotlivých epizod: 1. Jak Rákosníček předjížděl Velký vůz a co z toho bylo 2. Jak Rákosníček zachránil mráčky-beránky před hvězdným Orlem 3. Jak si Rákosníček nevysloužil hvězdu 4. Jak Rákosníček s Vodnářem zařídili, aby zase pršelo 5. Jak Rákosníček zachránil Polárku před slunečním paprskem 6. Jak Rákosníček zachraňoval raka,až se mu z toho zatočila hlava 7. Jak Rákosníček s Malým a Velkým psem neuhlídali měsíc 8. Jak Rákosníček vysvobodil zakletou labuť,která vůbec nebyla zakletá 9. Jak Rákosníček udělal na nebi kluziště a pořád se diví, proč mu lidé říkají Mléčná dráha 10. Jak Rákosníček vyzrál na nebeského střelce 11. Jak Rákosníček udělal z nebeského draka kolotoč 12. Jak si Rákosníček nepomohl k nebeské Koruně 13. Jak Rákosníček přivedl nebeskému Pastýři zatoulanou hvězdu (berg.12);V TV od 21.12.1977 Československá televize;večerníček;0.0;13.0;Zdeněk Smetana;Jiřina Bohdalová;;https://www.ceskatelevize.cz/porady/898331-rakosnicek?utm_source=csfd&utm_medium=section_vod&utm_campaign=link<br>https://www.ceskatelevize.cz/porady/898331-rakosnicek?utm_source=csfd&utm_medium=section_vod&utm_campaign=link<br>https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;;;;;;;
228806;It's Always Sunny in Philadelphia;s;2005;82,40315167;;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/168/089/168089590_svd83t.png;https://www.csfd.cz/film/228806-it-s-always-sunny-in-philadelphia/;USA;Komedie;It's Always Sunny in Philadelphia;"Seriál It’s Always Sunny in Philadelphia sleduje ""partu"", majitele neúspěšné hospody u Paddyho; parta zhýralců, která nemiluje nic jiného než plánovat, konspirovat a většinou si libovat ve vzájemném neštěstí. Ať už obcházejí systém sociálního zabezpečení, zneužívají děti z popelnic, předstírají, že jsou mrzáci, vydávají se za policisty nebo falšují pohřby, parta se nikdy nesníží k tomu, aby vydělávali peněz. (Disney+)";V TV od 04.08.2005 FX Network;sitcom;17.0;177.0;Matt Shakman, Fred Savage, Randall Einhorn;Charlie Day, Rob Mac, Danny DeVito, Glenn Howerton, Kaitlin Olson, Jaimie Alexander, Autumn Reeser, Kristoffer Polaha, Ted Rooney, Sabrina Machado;;https://srv.tunefindforfans.com/showads/track/srvclk.php?aid=100006796&lp=https://www.disneyplus.com/en-cz/browse/entity-03d80ab5-f0a7-45a7-97ec-2ceb7e066251<br>http://disneyplus.com<br>http://disneyplus.com<br>https://srv.tunefindforfans.com/showads/track/srvclk.php?aid=100006796&lp=https://www.disneyplus.com/en-cz/browse/entity-03d80ab5-f0a7-45a7-97ec-2ceb7e066251<br>https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;;;;;;;
632016;Balón;m;2018;82,38933841;125;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/162/988/162988492_fad233.png;https://www.csfd.cz/film/632016-balon/;Německo;Drama / Thriller / Historický;Ballon;Rok 1979. Rozdělené Německo v čase vrcholící studené války. Dvě východoněmecké rodiny touží po normálním životě ve svobodné zemi a v utajení připravují velký plán útěku na západ. Jejich hlavními zbraněmi jsou odvaha a vynalézavost, díky nimž postaví horkovzdušný balón, se kterým se jedna z rodin pokusí přeletět do Západního Německa. Balón však těsně před hranicí havaruje a východoněmecká tajná policie Stasi nalezne stopy po tomto jejich nezdařeném pokusu o útěk. Okamžitě se rozeběhne vyšetřování a pátrání. Obě rodiny pod velkým časovým tlakem shání materiál a vyrábí nový balón, ale každým dnem se okruh policejního pátrání kolem nich zužuje, hrozí jim odhalení a zatčení. Začíná další nebezpečný závod s časem a s policií v patách. Dostanou ještě šanci na druhý pokus? (CinemArt);27.09.2018 StudioCanal Deutschland;rodina, 20. století, útěk, vyšetřování, politika, komunismus, období 1970-1980, podezření, svoboda, Německo, studená válka, pohraničí, Berlín, krejčí, Stasi, horkovzdušný balon;;;Michael Herbig;Friedrich Mücke, Karoline Schuch, David Kross, Alicia von Rittberg, Thomas Kretschmann, Jonas Holdenrieder, Tilman Döbler, Christian Näthe, Till Patz, Ronald Kukulies;;https://srv.clickfuse.com/ads/adclkr.php?id=100006636&url=https://tv.apple.com/cz/movie/ballon/umc.cmc.18u25madukz8wlouht7cetnjt<br>https://srv.clickfuse.com/ads/adclkr.php?id=100006636&url=https://tv.apple.com/cz/movie/ballon/umc.cmc.18u25madukz8wlouht7cetnjt<br>https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;German Film Awards (2x)<br>;Norwegian International Film Festival Haugesund (1x)<br>;;;;;
1072;Ed Wood;m;1994;82,3892465;127;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/159/204/159204623_f87448.jpg;https://www.csfd.cz/film/1072-ed-wood/;USA;Drama / Komedie / Životopisný;Ed Wood;"Scénárista a režisér Edward D. Wood, Jr. (1924 - 1978) patří mezi nejbizarnější postavy hollywoodských dějin. Nesmírně plodný autor vytvářel výhradně snímky kategorie B, vyznačující se minimálním rozpočtem, co nejkratší dobou realizace a ""senzačními"" brakovými tématy z oblasti sci-fi, hororu a později i pornografie. Mezi jeho nejznámější filmy patří autobiografické melodrama o muži, který se rád převlékal do ženských šatů, Glen or Glenda (1953), nebo nadpřirozená sci-fi Plan 9 from Outer Space (1959), v níž využil kouzla tehdy už zestárlé, polozapomenutelné hollywoodské hororové hvězdy Bely Lugosiho. Snímek, který natočil proslulý režisér Tim Burton podle biografické knihy Rudolpha Greye, zastihuje Eda Wooda v 50. letech, v jeho nejplodnějším a nejšťastnějším období, kdy dával dohromady svůj bizarní tvůrčí tým a kdy točil svá nejvýznamnější díla. Komediálně laděný ""film o filmu"" vyniká mimořádně starostlivou péči o atmosféru i o dobové detaily (včetně dokonalé evokace nezapomenutelných scén z Woodových filmů). Zatím nejlepší dílo režiséra Tima Burtona není jenom vyprávěním o jednom fascinujícím lidském osudu, ale i vyznáním lásky mámivému kouzlu fenoménu, zvanému kinematografie. Snímek získal dva Oscary: Rick Baker, Ve Neillová a Yolanda Toussiengová za maskérské efekty a Martin Landau jako nejlepší herec ve vedlejší roli.";07.10.1994 Buena Vista Pictures US;podle knihy, muž, černobílý film, láska, žena, smrt, přátelství, přátelé, 20. století, policie, manželé, touha, ženy, sny, podle skutečného příběhu, drogy, kolegové, LGBTQ+, sláva, tragédie, naděje, nemocnice, herci, filmařské zákulisí, závislost, období 1970-1980, období 1960-1970, legenda, iluze, režisér, období 1950-1960, Kalifornie, Los Angeles, transsexualita, herec, válečný veterán, Hollywood, veteráni, kameraman, producent, kino, herectví, transvestita, hypnóza, filmové studio, crossdressing, herečka, transgender;;;Tim Burton;Johnny Depp, Martin Landau, Sarah Jessica Parker, Patricia Arquette, Jeffrey Jones, G. D. Spradlin, Vincent D'Onofrio, Bill Murray, Mike Starr, Max Casella;Rudolph Grey;https://srv.clickfuse.com/ads/adclkr.php?id=100006636&url=https://tv.apple.com/cz/movie/ed-wood/umc.cmc.4s4t8s32mgu025ozfh2v0i5wy<br>https://srv.clickfuse.com/ads/adclkr.php?id=100006636&url=https://tv.apple.com/cz/movie/ed-wood/umc.cmc.4s4t8s32mgu025ozfh2v0i5wy<br>https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;British Academy of Film and Television Arts (BAFTA) (2x)<br>Golden Globes (2x)<br>The Saturn Awards (2x)<br>Cannes Film Festival (1x)<br>;Academy Awards (2x)<br>Golden Globes (1x)<br>Los Angeles Film Critics Association Awards (3x)<br>New York Film Critics Circle Awards (2x)<br>The Saturn Awards (3x)<br>;;;;;
1116;Anděl zkázy;m;1962;82,38498789;93;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/162/122/162122081_4e0ee3.jpg;https://www.csfd.cz/film/1116-andel-zkazy/;Mexiko;Komedie / Drama / Fantasy / Mysteriózní;El ángel exterminador;Velký filmový surrealista Luis Buñuel je spoluautorem scénáře a režisérem této temné, hořce vtipné satiry. Skupina lidí ve společenských šatech přijede do elegantně zařízeného domu na večeři. Když se však po jídle hosté přesunou do hudebního pokoje, zjistí, že služebnictvo uteklo, ale oni z nějakého důvodu nemohou odejít. Není zřejmé proč – nejsou zde zamčené dveře ani zamřížovaná okna, která by jim bránila v odchodu – ale hosté jsou přesto přesvědčeni o tom, že jsou zde uvězněni. Ponecháni svému osudu se pomalu proměňují v noblesní barbary, kteří zarazí sekeru do vodovodního potrubí, aby se mohli napít vody, zabijí a snědí ovci, jež měla být součástí večerní zábavy, schovají těla mrtvých hostí ve skříni, koketují s magií a pálí nábytek. Snímek hojně oplývá Buñuelovým suchým, donkichotským humorem. (Cinemax);Na DVD od 03.12.2008 Levné knihy;;;;Luis Buñuel;Silvia Pinal, Jacqueline Andere, Claudio Brook, José Baviera, Rita Macedo, Augusto Benedico, Antonio Bravo, Enrique García Álvarez, Eric del Castillo, Enrique Rambal;;https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;Cannes Film Festival (1x)<br>;Cannes Film Festival (1x)<br>;;;;;
22975;Všichni moji blízcí;m;1999;82,38493724;91;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/157/764/157764722_07e5f7.jpg;https://www.csfd.cz/film/22975-vsichni-moji-blizci/;Česko / Slovensko / Polsko;Drama / Historický / Válečný;Všetci moji blízki;Příběh se odehrává rok před vypuknutím druhé světové války, bezprostředně po podepsání Mnichovské dohody v roce 1938. Na pozadí historických událostí sleduje osud židovské rodiny, která se po svém vyrovnává s přicházejícími událostmi. Síla příběhu je umocněna kontrastním ztvárněním, kdy se na naznačeném tragickém pozadí vstupujícího do filmu v podobě historických týdeníků a rozhlasových zpráv, odehrává poetický příběh lidí. Film si klade za úkol přiblížit dnešnímu divákovi historickou postavu pana Nicholase Wintona, jehož velký čin ve fiktivním příběhu o rodině Silbersteinových znovu ožívá. Tento statečný Angličan přišel koncem roku 1938 do Prahy, aby uskutečnil svůj plán na záchranu 669 židovských dětí, které by jistě neunikly tragickému osudu, který pro ně připravila nacistická ideologie.;19.05.2000 Vision;rodina, 20. století, období 1940-1950, 2. světová válka, nacismus, období 1930-1940, Židé, emigrace, holocaust, judaismus;;;Matej Mináč;Josef Abrhám, Libuše Šafránková, Jiří Bartoška, Ondřej Vetchý, Braňo Holiček, Lucia Cúlková, Tereza Brodská, Marián Labuda st., Krzysztof Kolberger, Agnieszka Wagner;;https://www.youtube.com/watch?v=qqbpbFtUj10<br>https://www.youtube.com/watch?v=qqbpbFtUj10<br>https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;Český lev (2x)<br>;Český lev (1x)<br>;;;;;
159854;Gogs;s;1993;82,3798627;;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/000/040/40029_9fb18e.jpg;https://www.csfd.cz/film/159854-gogs/;Velká Británie;Animovaný / Komedie;;Gogs je animovaný plastelínový seriál o rodinke šiestich pravekých ľudí. Tí zažívajú rôzne všedné starosti, nie nepodobné tým našim, ako je napríklad snaha utíšiť malé bábo, zohnať potravu, alebo jednoducho iba prežiť v nehostinnom pravekom svete. (pivo);;rodina, pravěk, plastelínová animace;2.0;13.0;Deiniol Morris;Gillian Elisa, Rob Rackstraw, Nick Upton;;https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;;;;;;;
110451;Ať jedí koláče;s;1999;82,37647059;;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/168/897/168897783_s27w9c.jpg;https://www.csfd.cz/film/110451-at-jedi-kolace/;Velká Británie;Komedie / Historický;Let Them Eat Cake;Neuvěřitelné věci se dějí na francouzském královském dvoře! Píše se rok 1782, sedm let před Francouzskou revolucí, a nemorální Colombine, hraběnka de Vache žije a intrikuje v paláci ve Versailles na dvoře Ludvíka XVI. Jejími nohsledy jsou otrlá služebná Lisette a sluha Bouffant. Donášejí královně Marii Antoinettě, všemožně se snaží pokořit hraběnčinu úhlavní nepřítelkyni, madam de Plonge, a v rámci svých intrik se neštítí ani vraždy. Vůbec netuší, že dekadentnímu dovádění francouzské aristokracie už brzy učiní přítrž Velká Francouzská revoluce. (Česká televize);;nevěra, černý humor, šlechta, sadismus, britcom;0.0;6.0;Christine Gernon;Dawn French, Jennifer Saunders, Lucy Punch, Alison Steadman, Elizabeth Berrington, Nicholas Rowe, Richard E. Grant, Louisa Lytton, Julian Rhind-Tutt, Crispian Belfrage;;http://www.ceskatelevize.cz<br>http://www.ceskatelevize.cz<br>https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;;;;;;;
100418;Osud člověka;m;1959;82,37160121;103;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/000/032/32353_7d94f3.jpg;https://www.csfd.cz/film/100418-osud-cloveka/;Sovětský svaz;Drama / Válečný / Životopisný;Suďba čelověka;Na motivy stejnojmenné novely klasika ruské literatury Michaila Šolochova natočil Sergej Bondarčuk v roce 1959 svůj režisérský debut a zároveň se zhostil hlavní role. Osud člověka vypráví příběh frontového řidiče Andreje Sokolova, jehož klidné živobytí naruší válka, která ho postupně připraví o vše. Přesto se dokáže zvednout a kráčet životem dál. Osud člověka byl natočen poměrně záhy po skončení druhé světové války, přitom však nesází na vlastenecký patos. Naopak, všímá si více toho, jakou spoušť napáchala válka v životech miliónů obyčejných lidí. Právě takové filmy (připomeňme například snímky Jeřábi táhnou či Ivanovo dětství) však mají schopnost zprostředkovat hrůzy války opravdověji než výpravné, oslavné epopeje. Oproti tónu Šolochovovy novely, která glorifikuje hrdinství prostého člověka, zdůrazňuje Bondarčuk expresionistickými filmovými postupy iracionalitu války a šílenou náhodnost přežití jednotlivce. Některé scény (rampa koncentračního tábora, útěk ze zajetí) působí podivuhodně současným dojmem. (Česká televize);Na DVD od 29.07.2007 Řitka video;podle knihy, rodina, smrt, 20. století, násilí, zbraně, období 1940-1950, 2. světová válka, vojáci, venkov, podle skutečného příběhu, vesnice, armáda, nacisté, nacismus, Židé, holocaust, koncentrační tábor, Velká vlastenecká válka, protiválečný;;;Sergej Bondarčuk;Sergej Bondarčuk, Pavel Boriskin, Zinaida Kirijenko, Pavel Volkov, Anatolij Čemodurov, Anatolij Kuzněcov, Pjotr Savin, Lev Borisov, Daniil Nětrebin, Jevgenij Morgunov;Michail Šolochov;http://www.ceskatelevize.cz<br>http://www.ceskatelevize.cz<br>https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;;;;;;;
395723;Westworld;s;2016;82,36938588;;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/162/119/162119336_171fb7.jpg;https://www.csfd.cz/film/395723-westworld/;USA;Sci-Fi / Thriller / Western / Drama / Mysteriózní;Westworld;Seriál inspirovaný stejnojmenným filmem z roku 1973, který napsal a natočil Michael Crichton, pojednává o futuristickém zábavním parku obydleném robotickými bytostmi. Vítejte ve Westworldu! Poznejte svět, který uspokojí všechny vaše touhy... Dramatický seriál z produkce HBO je temnou odyseou, která nás zavede do počátku umělého vědomí a evoluce hříchu. Westworld nám představí svět, kde se protíná blízká budoucnost s minulostí, s níž se dá dle představivosti manipulovat. Svět, ve kterém lze splnit každou lidskou touhu, ať už ušlechtilou, nebo zvrhlou. (HBO Europe);V TV od 02.10.2016 Home Box Office;smrt, vražda, 20. století, násilí, tajemství, útěk, období 1940-1950, 2. světová válka, manipulace, lež, trauma, vědci, nacisté, prostituce, indiáni, sledování, roboti, Divoký západ, korporace, pistolníci, antiutopie, umělá inteligence, vzpoura systému, kovbojové, virtuální realita, androidi, dvojník;4.0;36.0;Jonathan Nolan, Richard J. Lewis, Neil Marshall;Anthony Hopkins, Jeffrey Wright, Sidse Babett Knudsen, Evan Rachel Wood, James Marsden, Thandiwe Newton, Ed Harris, Shannon Woodward, Luke Hemsworth, Angela Sarafyan;;http://www.hbo.eu<br>http://www.hbo.eu<br>https://www.csfd.cz/vod/hbo-max/<br>https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;Golden Globes (4x)<br>Critics Choice Awards (1x)<br>The Saturn Awards (11x)<br>;Critics Choice Awards (4x)<br>The Saturn Awards (3x)<br>;;;;;
518782;Castlevania;s;2017;82,36327572;;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/169/231/169231038_h438aj.jpg;https://www.csfd.cz/film/518782-castlevania/;USA;Animovaný / Akční / Dobrodružný;Castlevania;Lovec upírů se snaží zachránit město obležené armádou příšer, které velí sám hrabě Drákula. (Netflix);Na VOD od 07.07.2017 Netflix (Season 1);smrt, strach, intriky, souboje, krev, válka, monstra, křesťanství, upíři, církev, hrad, podle videohry, Drákula, alternativní historie, rakev, kostlivci, Rumunsko;4.0;32.0;Sam Deats, Adam Deats, Spencer Wan;Richard Armitage, James Callis, Alejandra Reynoso, Theo James, Adetokumboh M'Cormack, Jaime Murray, Graham McTavish, Matt Frewer, Emily Swallow, Matt Lowe;;https://www.netflix.com/title/80095241<br>https://www.netflix.com/<br>https://www.netflix.com/title/80095241<br>https://www.csfd.cz/vod/netflix/<br>https://www.csfd.cz/vod/netflix/<br>https://www.csfd.cz/vod/netflix/<br>https://www.csfd.cz/vod/netflix/<br>https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;;;;;;;
299248;Berserk: Ógon džidai hen I – Haó no tamago;m;2012;82,36004391;77;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/167/454/167454103_es67so.jpg;https://www.csfd.cz/film/299248-berserk-ogon-dzidai-hen-i-hao-no-tamago/;Japonsko;Animovaný / Akční / Drama / Fantasy;ベルセルク 黄金時代篇Ⅰ 覇王の卵;Narodený z obesenej ženy sa sirota Guts dostáva do výchovy žoldniera. Napriek neľahkému detstvu vyrastie z tohto dieťaťa silný mladík a veľmi schopný bojovník. Jeho sila mu dovoľuje používať aj masívny meč, ktorý presahuje dĺžku dospelého človeka.Pri jednom z mnohých vojnových ťažení spoznáva Cascu a charizmatického Griffitha, vodcu žoldnierskej Skupiny Jastraba a držiteľa záhadného prívesku - Behelit. Guts mu očividne padne do oka a stane sa jedným z nich. Medzi členmi družiny nájde skutočných priateľov a postupom času získa pozíciu ako Griffithova pravá ruka.Toto je iba jedna kapitola príbehu z rozsiahlej manga ságy od autora menom Kentaro Miura. Veľmi temný fantasy príbeh láka stále nových fanúšikov, pretože dej nie je ani po vyše dvadsiatich rokoch od jeho uvedenia v roku 1990 stále uzavretý. V roku 1997 sa Berserk dočkal aj svojho 25 dielneho anime prevedenia, ktoré slávilo tiež veľký úspech. Po približne ďalších pätnástich rokoch sa dostávame opäť k anime, ktoré bude ale na rozdiel od svojho seriálového predchodcu rozdelené do niekoľkých dlhších filmov. Prvý z radu filmov, ktoré majú pokryť dej celej manga predlohy, bude uvedený v roku 2012. Nesie názov Berserk Golden Age Arc I: Egg of the Supreme Ruler a ako jeden z troch filmov nám zachytí časť príbehu „zlatého obdobia“. (Trip);04.02.2012 Warner Bros. JP;přátelství, zbraně, anime, intriky, sny, zrada, válka, monstra, král, středověk, bitva, démoni, princezna, čarodějnictví, žoldáci, osud, proroctví;;;Tošijuki Kubooka, Kóiči Hacumi;Aki Tojosaki, Nobujuki Kacube, Kazuki Jao, Takahiro Sakurai, Júiči Nakamura, Minako Kotobuki, Kento Fudžinuma, Kenta Mijake, Hiroaki Iwanaga, Hóčú Ócuka;Kentaró Miura;https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;;;;;;;
283747;Kód Enigmy;m;2014;82,3585589;109;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/159/471/159471970_8319dd.jpg;https://www.csfd.cz/film/283747-kod-enigmy/;Velká Británie / USA;Válečný / Životopisný / Thriller / Drama;The Imitation Game;V zimě roku 1952 britská policie dostala hlášení o vloupání do domu profesora matematiky a kryptoanalytika Alana Turinga (Benedict Cumberbatch). Namísto pachatele tohoto zločinu však v poutech odvedli samotného Turinga, který byl obviněn ze sexuálních přestupků a čekal ho zničující soudní proces. Téměř nikdo ze zúčastněných nevěděl, že jde o válečného hrdinu, který se spolu s týmem podílel na prolomení kódu legendárního německého šifrovacího stroje Enigma. The Imitation Game vypráví příběh matematického génia, který díky svému úžasnému talentu pomohl zkrátit 2. světovou válku a zachránil tak tisíce lidských životů. (Forum Film CZ);14.11.2014 StudioCanal UK;podle knihy, žena, přátelství, přátelé, 20. století, tajemství, strach, město, záhady, vyšetřování, ženy, oběť (autonehody/zločinu), pátrání, gay, období 1940-1950, 2. světová válka, politika, manipulace, intriky, podle skutečného příběhu, kolegové, kamarádi, učitel, LGBTQ+, soud, nespravedlnost, homosexualita, nacisté, diskriminace, paranoia, panika, nacismus, hádka, předsudky, Londýn, špioni, hrdina, oběť (někomu/něčemu), období 1950-1960, Velká Británie, technologie, týmová práce, vynálezce, Anglie, trest, vloupání, profesor, homofobie, špionáž, počítač, vynález, matematika, kastrace, kryptologie, šifry;;;Morten Tyldum;Benedict Cumberbatch, Keira Knightley, Matthew Goode, Rory Kinnear, Allen Leech, Matthew Beard, Charles Dance, Mark Strong, James Northcote, Tom Goodman-Hill;Andrew Hodges;https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;Academy Awards (7x)<br>British Academy of Film and Television Arts (BAFTA) (9x)<br>British Independent Film Awards (BIFA) (4x)<br>European Film Awards (1x)<br>AACTA International Awards (5x)<br>Golden Globes (5x)<br>Critics Choice Awards (6x)<br>The Saturn Awards (1x)<br>;Academy Awards (1x)<br>Toronto International Film Festival (1x)<br>;;;;;
403243;Vojna a mír;s;2016;82,35699518;;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/160/448/160448800_7hc5iz.jpg;https://www.csfd.cz/film/403243-vojna-a-mir/;Velká Británie / USA;Drama / Historický / Romantický / Válečný;War and Peace;V období zuřící války mezi Ruskem a Napoleonem se může život pěti aristokratických rodin navždy změnit... Ocitáme se v Rusku roku 1805. Francouzská armáda pod Napoleonovým velením vtrhla do Rakouska a nyní ohrožuje Rusko. Pierre Bezuchov, představitel ruské šlechty, se netají se svými politickými názory a podporou francouzského vojevůdce, což se zdejší společnosti příliš nelíbí. Andrej Bolkonský, Pierrův nejbližší přítel a dědic jedné z nejurozenějších ruských rodin, chce získat slávu a povýšení v carské armádě čelící Napoleonovi. Nataša Rostovová pochází z nižší šlechtické rodiny, je to veselá i hloubavá dívka hledající své místo ve společnosti. Příběhy našich hrdinů se odehrávají na pozadí vojny a míru. (Filmbox);;podle knihy, láska, rodina, strach, manželé, vojáci, venkov, nevěra, válka, 19. století, zima, šlechta, dědictví, dluhy, zajatci, odpuštění, těžký úraz, vdovec, invaze, válečný veterán, Rusko, napoleonské války, Napoleon Bonaparte, Moskva, palác, období 1810-1820, Petrohrad, období 1800-1810, car;0.0;6.0;Tom Harper;Paul Dano, James Norton, Lily James, Adrian Edmondson, Aisling Loftus, Greta Scacchi, Jack Lowden, Tuppence Middleton, Aneurin Barnard, Jessie Buckley;Lev Nikolajevič Tolstoj;https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;;;;;;;
